PO Number,PO Status,Supplier,Creditor,Date,Due Date,Description,Category,Unit Price,Quantity,Net Amount,Tax Amount,Total Amount,Taxable,Stock Number,Stock Brand,Stock Name,Stock Barcode,Job Number
PO100314,billed,TOOWOOMBA TRUCK SPARES,,12/06/2024,,A4731800909 - DO15 FILTER OIL PRIOR ENG: 472910S0€,Mechanical,56.94,1.0,56.94,5.694,62.63,Y,A4731800909,,DO15 FILTER OIL PRIOR ENG: 472910S0€,,
PO100314,billed,TOOWOOMBA TRUCK SPARES,,12/06/2024,,A4700903151 - DO15 FILTER KIT FUEL 2 FILTERS DO13&,Mechanical,119.64,1.0,119.64,11.964,131.6,Y,A4700903151,,DO15 FILTER KIT FUEL 2 FILTERS DO13&,,
PO100315,billed,Capricorn 4x4 and Outdoors,,12/06/2024,,I2-45827FE - PXIII Foam Cell Pro Front Struts,SUSPENSION,369.09,2.0,738.18,73.818,812.0,Y,I2-45827FE,ironman,PXIII Foam Cell Pro Front Struts,,
PO100315,billed,Capricorn 4x4 and Outdoors,,12/06/2024,,I2-FOR005C - PXIII Constant Coil,SUSPENSION,238.18,1.0,238.18,23.818,262.0,Y,I2-FOR005C,iroman,PXIII Constant Coil,,
PO100315,billed,Capricorn 4x4 and Outdoors,,12/06/2024,,I2-ISST055 - Steel Strut Top Ford Ranger PXIII,SUSPENSION,92.73,2.0,185.46,18.546,204.01,Y,I2-ISST055,ironman,Steel Strut Top Ford Ranger PXIII,,
PO100316,billed,REPCO Chinchilla,,12/06/2024,,FREIGHT - Freight,,27.27,0.0,0.0,0.0,0.0,Y,FREIGHT,,Freight,,
PO100316,billed,REPCO Chinchilla,,12/06/2024,,MONO50020 - Oil-Penrite Mono Truck 50w,Oils & Grease,6.4485,0.0,0.0,0.0,0.0,Y,MONO50020,penrite,Oil-Penrite Mono Truck 50w,,
PO100316,billed,REPCO Chinchilla,,12/06/2024,,PROG80140020 - Oil-Gear 80W140,Oils & Grease,17.888,20.0,357.76,35.776,393.54,Y,PROG80140020,penrite,Oil-Gear 80W140,,
PO100317,billed,TYRES 4U,,12/06/2024,,3891KTR - 27 X 9.00R12 8 PLY KENDA K 587 BEARCLAW,ATV / Mower Tyres,169.0,3.0,507.0,50.7,557.7,Y,3891KTR,KENDA,27 X 9.00R12 8 PLY KENDA K 587 BEARCLAW,,
PO100318,billed,TOP TYRES AUSTRAILIA PTY LTD,,12/06/2024,,K2655519608 - 265/55R19 113H TL KR-608 A/T Kenda,4WD Tyres,198.0,4.0,792.0,79.2,871.2,Y,K2655519608,kenda,265/55R19 113H TL KR-608 A/T Kenda,,
PO100318,billed,TOP TYRES AUSTRAILIA PTY LTD,,12/06/2024,,FREIGHT - Freight,,40.0,1.0,40.0,4.0,44.0,Y,FREIGHT,,Freight,,
PO100319,billed,TOOWOOMBA TRUCK SPARES,,12/06/2024,,1101 - Bush Rocker Taper,Parts,5.49,8.0,43.92,4.392,48.31,Y,1101,"",Bush Rocker Taper,,
PO100319,billed,TOOWOOMBA TRUCK SPARES,,12/06/2024,,1201 - Pin assy rocker box,Parts,28.9,4.0,115.6,11.56,127.16,Y,1201,,Pin assy rocker box,,
PO100320,billed,TOOWOOMBA TRUCK SPARES,,12/06/2024,,10.351HD - SLACK ADJUSTER 1 1/2 10SP 3 HOLE,Mechanical,24.2,6.0,145.2,14.52,159.72,Y,10.351HD,,SLACK ADJUSTER 1 1/2 10SP 3 HOLE,,
PO100321,billed,REPCO Chinchilla,,12/06/2024,,DAM024 - Drivetech 4x4 Damper,Parts,76.0,1.0,76.0,7.6,83.6,Y,DAM024,drivetech,Drivetech 4x4 Damper,,
PO100321,billed,REPCO Chinchilla,,12/06/2024,,45425E - Bush Kit-Leading Arm,Parts,168.0,0.0,0.0,0.0,0.0,Y,45425E,,Bush Kit-Leading Arm,,
PO100322,billed,REPCO Chinchilla,,12/06/2024,,CH-68084184AA - Output Shaft Seal CV,Parts,10.3,1.0,10.3,1.03,11.33,Y,CH-68084184AA,,Output Shaft Seal CV,,
PO100322,billed,REPCO Chinchilla,,12/06/2024,,CH-68084185AA - Output Shaft CV,Parts,10.3,1.0,10.3,1.03,11.33,Y,CH-68084185AA,,Output Shaft CV,,
PO100323,billed,Toyo Tyre Australia pty ltd,,12/06/2024,,1130409 - 225/70R17 LT 115S OPAT3 TOYO,4WD Tyres,281.0,2.0,562.0,56.2,618.2,Y,1130409,TOYO,225/70R17 LT 115S OPAT3 TOYO,,
PO100323,billed,Toyo Tyre Australia pty ltd,,12/06/2024,,FREIGHT - Freight,,21.0,1.0,21.0,2.1,23.1,Y,FREIGHT,,Freight,,
PO100324,billed,TOP TYRES AUSTRAILIA PTY LTD,,13/06/2024,,T18434HD - 18.4R34 TR218A HEAVY DUTY TOPTUBES,Tubes,130.0,2.0,260.0,26.0,286.0,Y,T18434HD,Top Tubes,18.4R34 TR218A HEAVY DUTY TOPTUBES,,
PO100325,billed,TYRES 4U,,13/06/2024,,58500035 - Alliance 340/80R18 (12.5R18) 585 143A8/B R-4 Steel Belted,Ag Tyres,603.0,2.0,1206.0,120.6,1326.6,Y,58500035,alliance,Alliance 340/80R18 (12.5R18) 585 143A8/B R-4 Steel Belted,,
PO100326,billed,DYNAMIC WHEELS,,13/06/2024,,16711N61397B - 16 X 7 11N-6 X 139.7 BLACK WHEEL,Rims,78.0,4.0,312.0,31.2,343.2,Y,16711N61397B,,16 X 7 11N-6 X 139.7 BLACK WHEEL,,
PO100328,billed,TYRES 4U,,13/06/2024,,100EV1744Q - 385/65R22.5 20PLY GSR259 164K/160L STEER GITI,Truck Tyres,567.0,2.0,1134.0,113.4,1247.4,Y,100EV1744Q,GITI,385/65R22.5 20PLY GSR259 164K/160L STEER GITI,,
PO100329,billed,Keith Crawleys Industrial and Rural Supplies,,13/06/2024,,GC94G - Roll Groove Coupling Clamp 4inch,Parts,27.0,1.0,27.0,2.7,29.7,Y,GC94G,,Roll Groove Coupling Clamp 4inch,,
PO100329,billed,Keith Crawleys Industrial and Rural Supplies,,13/06/2024,,GC80G - Roll Groove Coupling Clamp 3inch,Parts,21.0,6.0,126.0,12.6,138.6,Y,GC80G,,Roll Groove Coupling Clamp 3inch,,
PO100329,billed,Keith Crawleys Industrial and Rural Supplies,,13/06/2024,,1042 - Hose CVT-20mm,Parts,3.6,7.0,25.2,2.52,27.72,Y,1042,,Hose CVT-20mm,,
PO100329,billed,Keith Crawleys Industrial and Rural Supplies,,13/06/2024,,FREIGHT - Freight,,40.0,1.0,40.0,4.0,44.0,Y,FREIGHT,,Freight,,
PO100330,billed,TOOWOOMBA TRUCK SPARES,,13/06/2024,,1301 - Bush R/Rod Taper 31.8mm id,Parts,5.13,8.0,41.04,4.104,45.14,Y,1301,,Bush R/Rod Taper 31.8mm id,,
PO100330,billed,TOOWOOMBA TRUCK SPARES,,13/06/2024,,1401 - Bolt R/Rod suit 1301 31.5mm,Parts,12.28,4.0,49.12,4.912,54.03,Y,1401,,Bolt R/Rod suit 1301 31.5mm,,
PO100331,billed,DYNAMIC WHEELS,,14/06/2024,,16725P61397W - Dynamic 16x7 25P 6x139.7 CB110.1 White,Rims,78.0,5.0,390.0,39.0,429.0,Y,16725P61397W,Dynamic,Dynamic 16x7 25P 6x139.7 CB110.1 White,,
PO100332,billed,ATLAS TYRES,,14/06/2024,,T11225WDC53 - 11R22.5-16 WINDPOWER WDC53 DR,Truck Tyres,309.0,24.0,7416.0,741.6,8157.6,Y,T11225WDC53,WINDPOWER,11R22.5-16 WINDPOWER WDC53 DR,,
PO100333,billed,REMA TIP TOP AUSTRALIA PTY LTD,,14/06/2024,,5930516 - TYRE MNT TRUCK WAX REMAXX 5KG,Consumables,49.15,1.0,49.15,4.915,54.07,Y,5930516,,TYRE MNT TRUCK WAX REMAXX 5KG,,
PO100333,billed,REMA TIP TOP AUSTRALIA PTY LTD,,14/06/2024,,5660300 - EQUAL FLEXX A 340g Bag,Consumables,15.99,40.0,639.6,63.96,703.56,Y,5660300,TIP TOP,EQUAL FLEXX A 340g Bag,,
PO100333,billed,REMA TIP TOP AUSTRALIA PTY LTD,,14/06/2024,,"115355 - 25"" THIN ORING",Tools,5.46,24.0,131.04,13.104,144.14,Y,115355,,"25"" THIN ORING",,
PO100333,billed,REMA TIP TOP AUSTRALIA PTY LTD,,14/06/2024,,115742 - Hammer Handle 30 Kiwi Wooden,Tools,79.95,1.0,79.95,7.995,87.95,Y,115742,,Hammer Handle 30 Kiwi Wooden,,
PO100333,billed,REMA TIP TOP AUSTRALIA PTY LTD,,14/06/2024,,420104 - VALVE CAP METAL ROUND V52,Consumables,12.95,5.0,64.75,6.475,71.23,Y,420104,,VALVE CAP METAL ROUND V52,,
PO100333,billed,REMA TIP TOP AUSTRALIA PTY LTD,,14/06/2024,,421100 - VALVE CORE SHORT H/TMP (100),Consumables,13.1,5.0,65.5,6.55,72.05,Y,421100,,VALVE CORE SHORT H/TMP (100),,
PO100333,billed,REMA TIP TOP AUSTRALIA PTY LTD,,14/06/2024,,5121104 - RAD110 SLEEVE,Consumables,1.56,100.0,156.0,15.6,171.6,Y,5121104,TIP TOP,RAD110 SLEEVE,,
PO100333,billed,REMA TIP TOP AUSTRALIA PTY LTD,,14/06/2024,,156350 - EARTH MOVER VALVE STEM,Parts,14.11,12.0,169.32,16.932,186.25,Y,156350,TIP TOP,EARTH MOVER VALVE STEM,,
PO100333,billed,REMA TIP TOP AUSTRALIA PTY LTD,,14/06/2024,,5930443 - Hand Cleaner 11ltr,Cleaners,69.7,1.0,69.7,6.97,76.67,Y,5930443,,Hand Cleaner 11ltr,,
PO100333,billed,REMA TIP TOP AUSTRALIA PTY LTD,,14/06/2024,,5629637 - TRJ650,Consumables,9.87,12.0,118.439999999999988,11.8439999999999988,130.28,Y,5629637,TIP TOP,TRJ650,,
PO100333,billed,REMA TIP TOP AUSTRALIA PTY LTD,,14/06/2024,,5629709 - VALVE EM,Parts,8.26,5.0,41.3,4.13,45.43,Y,5629709,TIP TOP,VALVE EM,,
PO100333,billed,REMA TIP TOP AUSTRALIA PTY LTD,,14/06/2024,,204802 - WHEEL WEIGHT 10G,Consumables,12.24,1.0,12.24,1.224,13.46,Y,204802,TIP TOP,WHEEL WEIGHT 10G,,
PO100333,billed,REMA TIP TOP AUSTRALIA PTY LTD,,14/06/2024,,5629699 - TRSP2,Consumables,2.98,12.0,35.76,3.576,39.34,Y,5629699,TIP TOP,TRSP2,,
PO100333,billed,REMA TIP TOP AUSTRALIA PTY LTD,,14/06/2024,,170438 - TYRE SEALANT BLACK,Tools,9.95,20.0,198.99999999999998,19.899999999999998,218.9,Y,170438,,TYRE SEALANT BLACK,,
PO100333,billed,REMA TIP TOP AUSTRALIA PTY LTD,,14/06/2024,,115766 - Rubber block 160x120x80mm for car hoist,Tools,28.46,2.0,56.92,5.692,62.61,Y,115766,,Rubber block 160x120x80mm for car hoist,,
PO100334,billed,MICHELIN AUSTRALIA PTY LTD,,14/06/2024,,920337 - 235/85R16 LT 120/116Q M/T KM3 BF GOODRICH,4WD Tyres,323.0,2.0,646.0,64.6,710.6,Y,920337,BF GOODRICH,235/85R16 LT 120/116Q M/T KM3 BF GOODRICH,,
PO100321/1,billed,REPCO Chinchilla,,12/06/2024,,45425E - Bush Kit-Leading Arm,Parts,168.0,1.0,168.0,16.8,184.8,Y,45425E,,Bush Kit-Leading Arm,,
PO100335,billed,TOP TYRES AUSTRAILIA PTY LTD,,17/06/2024,,F24135 - 24/25x13.5 center hole flap,Rust Bands,64.0,1.0,64.0,6.4,70.4,Y,F24135,,24/25x13.5 center hole flap,,
PO100335,billed,TOP TYRES AUSTRAILIA PTY LTD,,17/06/2024,,T23525 - 23.5-25 TRJ4000 Toptubes,Tubes,182.0,1.0,182.0,18.2,200.2,Y,T23525,,23.5-25 TRJ4000 Toptubes,,
PO100316/1,billed,REPCO Chinchilla,,12/06/2024,,FREIGHT - Freight,,27.27,1.0,27.27,2.727,30.0,Y,FREIGHT,,Freight,,
PO100316/1,billed,REPCO Chinchilla,,12/06/2024,,MONO50020 - Oil-Penrite Mono Truck 50w,Oils & Grease,6.4485,40.0,257.94,25.794,283.73,Y,MONO50020,penrite,Oil-Penrite Mono Truck 50w,,
PO100336,billed,REPCO Chinchilla,,17/06/2024,,DXA4184 - Alt 12V 80A Denso Style,Parts,370.0,1.0,370.0,37.0,407.0,Y,DXA4184,denso,Alt 12V 80A Denso Style,,
PO100337,billed,Statewide Bearings,,17/06/2024,,0681126741 - Seal,Parts,9.0,2.0,18.0,1.8,19.8,Y,0681126741,,Seal,,
PO100337,billed,Statewide Bearings,,17/06/2024,,4x4 keysteel - 4mmx4mm keysteel,Parts,5.0,1.0,5.0,0.5,5.5,Y,4x4 keysteel,,4mmx4mm keysteel,,
PO100338,billed,REPCO Chinchilla,,18/06/2024,,RSK2C - FILTERS 4WD KIT [TOYOTA],LV Filters and Kits,112.27,1.0,112.27,11.227,123.5,Y,RSK2C,,FILTERS 4WD KIT [TOYOTA],,
PO100339,billed,TYRES 4U,,18/06/2024,,35881 - 11R22.5 RR99 148/145 ALL POSITION CRC  DOUBLE COIN,Truck Tyres,279.0,4.0,1116.0,111.6,1227.6,Y,35881,DOUBLE COIN,11R22.5 RR99 148/145 ALL POSITION CRC  DOUBLE COIN,,
PO100340,billed,TOP TYRES AUSTRAILIA PTY LTD,,18/06/2024,,L195148 - 195R14C 106P TL Green-Max Van Linglong,Car Tyres,66.0,6.0,396.0,39.6,435.6,Y,L195148,linglong,195R14C 106P TL Green-Max Van Linglong,,
PO100340,billed,TOP TYRES AUSTRAILIA PTY LTD,,18/06/2024,,L185148 - 185R14C 102S GREEN-MAX VAN LINGLONG,Car Tyres,54.0,8.0,432.0,43.2,475.2,Y,L185148,LINGLONG,185R14C 102S GREEN-MAX VAN LINGLONG,,
PO100340,billed,TOP TYRES AUSTRAILIA PTY LTD,,18/06/2024,,L195158 - 195R15c 106R TL GREEN-MAX VAN LINGLONG,Car Tyres,72.0,4.0,288.0,28.8,316.8,Y,L195158,,195R15c 106R TL GREEN-MAX VAN LINGLONG,,
PO100341,billed,REPCO Chinchilla,,19/06/2024,,6005 - Horn Fanfare 12v Duel Tone Set,Parts,81.5,1.0,81.5,8.15,89.65,Y,6005,,Horn Fanfare 12v Duel Tone Set,,
PO100342,billed,TOOWOOMBA TRUCK SPARES,,19/06/2024,,"0161CZ152F - Clamp 6""U-bolt flat bottom",Parts,16.5,2.0,33.0,3.3,36.3,Y,0161CZ152F,,"Clamp 6""U-bolt flat bottom",,
PO100343,billed,TOOWOOMBA TRUCK SPARES,,19/06/2024,,"06.BGK01 - Blow gun kit 1/4""x2mtr",Parts,56.6,1.0,56.6,5.66,62.26,Y,06.BGK01,,"Blow gun kit 1/4""x2mtr",,
PO100344,billed,Western Truck Group,,19/06/2024,,25153781 - Valve Drain Pull,Parts,55.05,4.0,220.2,22.02,242.22,Y,25153781,,Valve Drain Pull,,
PO100344,billed,Western Truck Group,,19/06/2024,,25110834 - Horn Button,Parts,122.39,0.0,0.0,0.0,0.0,Y,25110834,,Horn Button,,
PO100344,billed,Western Truck Group,,19/06/2024,,82785360 - Latch Door L/H outer,Parts,165.76,1.0,165.76,16.576,182.34,Y,82785360,,Latch Door L/H outer,,
PO100344,billed,Western Truck Group,,19/06/2024,,21850098 - Relay Valve (ESP),Parts,922.23,1.0,922.23,92.223,1014.45,Y,21850098,,Relay Valve (ESP),,
PO100345,billed,TOOWOOMBA TRUCK SPARES,,19/06/2024,,HB300 - Bracket Hanger Plastic Mudguard,Parts,7.1,6.0,42.6,4.26,46.86,Y,HB300,,Bracket Hanger Plastic Mudguard,,
PO100345,billed,TOOWOOMBA TRUCK SPARES,,19/06/2024,,MGB001 - Post Mudguard Bracket,Parts,30.62,1.0,30.62,3.062,33.68,Y,MGB001,,Post Mudguard Bracket,,
PO100345,billed,TOOWOOMBA TRUCK SPARES,,19/06/2024,,82094NAR - Base 7 pin Female XHD R/Train Plug,Electrical,43.12,2.0,86.24,8.624,94.86,Y,82094NAR,phillips,Base 7 pin Female XHD R/Train Plug,,
PO100345,billed,TOOWOOMBA TRUCK SPARES,,19/06/2024,,MG650B - Mudguard Black Wide,Parts,87.88,1.0,87.88,8.788,96.67,Y,MG650B,,Mudguard Black Wide,,
PO100346,billed,process systems,,19/06/2024,,BFD150-L-E - 150mm cast iron wafer butterfly valve 16bar lever EPDM,Parts,200.0,1.0,200.0,20.0,220.0,Y,BFD150-L-E,,150mm cast iron wafer butterfly valve 16bar lever EPDM,,
PO100346,billed,process systems,,19/06/2024,,FREIGHT - Freight,,40.0,1.0,40.0,4.0,44.0,Y,FREIGHT,,Freight,,
PO100347,billed,TOP TYRES AUSTRAILIA PTY LTD,,20/06/2024,,K2358516629 - 235/85R16 LT 120R TL KR-629 KLEVER M/T 2 KENDA,4WD Tyres,196.0,6.0,1176.0,117.6,1293.6,Y,K2358516629,KENDA,235/85R16 LT 120R TL KR-629 KLEVER M/T 2 KENDA,,
PO100347,billed,TOP TYRES AUSTRAILIA PTY LTD,,20/06/2024,,T2358516 - 235/85R16 TR75 TOPTUBES,Tubes,22.0,12.0,264.0,26.4,290.4,Y,T2358516,TOPTUBES,235/85R16 TR75 TOPTUBES,,
PO100347,billed,TOP TYRES AUSTRAILIA PTY LTD,,20/06/2024,,F16 - 16x6.7 (6.50/8.25-16) FLAP,Rust Bands,14.0,18.0,252.0,25.2,277.2,Y,F16,Top Tyres,16x6.7 (6.50/8.25-16) FLAP,,
PO100348,billed,Black Truck & AG,,20/06/2024,,8983284900 - Speed Sensor FRT,Parts,537.1,1.0,537.1,53.71,590.81,Y,8983284900,isuzu,Speed Sensor FRT,,
PO100348,billed,Black Truck & AG,,20/06/2024,,8944594160 - Seal Oil Shaft FRT Axel,Parts,24.87,1.0,24.87,2.487,27.36,Y,8944594160,,Seal Oil Shaft FRT Axel,,
PO100348,billed,Black Truck & AG,,20/06/2024,,8944409040 - Seal Oil FRT Hub,Parts,21.06,1.0,21.06,2.106,23.17,Y,8944409040,,Seal Oil FRT Hub,,
PO100348,billed,Black Truck & AG,,20/06/2024,,8982823520 - Sensor;Speed,Parts,650.58,1.0,650.58,65.058,715.64,Y,8982823520,,Sensor;Speed,,
PO100348,billed,Black Truck & AG,,20/06/2024,,FREIGHT - Freight,,22.73,1.0,22.73,2.273,25.0,Y,FREIGHT,,Freight,,
PO100349,billed,TOP TYRES AUSTRAILIA PTY LTD,,20/06/2024,,ST6009 - 6.00-9 12ply ZM-806 Zowin,Ag Tyres,114.0,2.0,228.0,22.8,250.8,Y,ST6009,zowin,6.00-9 12ply ZM-806 Zowin,,
PO100350,billed,TREADCARE QLD PTY LTD,,20/06/2024,,EVT11225828 - 11R22.5 148/145M EA828 EVERGREEN,Truck Tyres,237.0,12.0,2844.0,284.4,3128.4,Y,EVT11225828,evergreen,11R22.5 148/145M EA828 EVERGREEN,,
PO100351,billed,Power Crank,,20/06/2024,,DIN55SMF - European Series Starting Battery,Batteries,100.04,1.0,100.04,10.004,110.04,Y,DIN55SMF,power crank,European Series Starting Battery,,
PO100352,billed,TYREMAX,,20/06/2024,,1670193 - 265/70R16 112T Bravo AT771 Maxxis,4WD Tyres,215.12,2.0,430.24,43.024,473.26,Y,1670193,maxxis,265/70R16 112T Bravo AT771 Maxxis,,
PO100354,billed,Savcom,,21/06/2024,,MSC32-25 - Metis Screen Clean Concentrate,Wiper Blades,1.7092,300.0,512.76,51.276,564.04,Y,MSC32-25,,Metis Screen Clean Concentrate,,
PO100354,billed,Savcom,,21/06/2024,,31040 - Wynn's Rust Penetrant 400g,Consumables,9.0,12.0,108.0,10.8,118.8,Y,31040,Wynns,Wynn's Rust Penetrant 400g,,
PO100354,billed,Savcom,,21/06/2024,,MWB20 - Metis TruFit Wiper Blade 20in,Parts,11.15,1.0,11.15,1.115,12.27,Y,MWB20,,Metis TruFit Wiper Blade 20in,,
PO100354,billed,Savcom,,21/06/2024,,MWB24 - Metis TruFit Wiper Blade 24in,Parts,11.15,1.0,11.15,1.115,12.27,Y,MWB24,,Metis TruFit Wiper Blade 24in,,
PO100354,billed,Savcom,,21/06/2024,,HI222060200 - HiTec Fleetmaster CK-4 15W40,Oils & Grease,5.5292,200.0,1105.84,110.584,1216.42,Y,HI222060200,,HiTec Fleetmaster CK-4 15W40,,
PO100355,billed,REPCO Chinchilla,,21/06/2024,,98258 - Kelpro Oil Seal,Parts,26.0,2.0,52.0,5.2,57.2,Y,98258,kelpro,Kelpro Oil Seal,,
PO100356,billed,Wandoan Home Hardware,,21/06/2024,,SC=8016405 - Killrust Enamel Spray Satin CB Wilderness 300g,Consumables,19.954545454545453,2.0,39.909090909090909091,3.9909090909090909091,43.9,Y,SC=8016405,killrust,Killrust Enamel Spray Satin CB Wilderness 300g,,
PO100357,billed,ATLAS TYRES,,21/06/2024,,T11225WA1060 - 11R22.5 16PR Windforce WA1060,Truck Tyres,204.0,20.0,4080.0,408.0,4488.0,Y,T11225WA1060,windforce,11R22.5 16PR Windforce WA1060,,
PO100358,billed,Bridgestone Australia,,21/06/2024,,11000919 - 265/65R17LT 116S D697 OWT B/STONE,4WD Tyres,259.61,20.0,5192.2,519.22,5711.42,Y,11000919,BRIDGESTONE,265/65R17LT 116S D697 OWT B/STONE,266020544069,
PO100359,billed,TYRES 4U,,21/06/2024,,594871 - COOPER LT265/70R17 121/118Q RUGGED TREK,4WD Tyres,301.0,2.0,602.0,60.2,662.2,Y,594871,COOPER,COOPER LT265/70R17 121/118Q RUGGED TREK,,
PO100359,billed,TYRES 4U,,21/06/2024,,594874 - 265/75R16 LT 123/120Q RUGGED TREK COOPER,4WD Tyres,248.0,2.0,496.0,49.6,545.6,Y,594874,COOPER,265/75R16 LT 123/120Q RUGGED TREK COOPER,,
PO100360,billed,TOP TYRES AUSTRAILIA PTY LTD,,24/06/2024,,K2656517601 - LT265/65R17 120Q TL KR-601 Klever R/T Kenda,4WD Tyres,222.0,8.0,1776.0,177.6,1953.6,Y,K2656517601,kenda,LT265/65R17 120Q TL KR-601 Klever R/T Kenda,,
PO100344/1,billed,Western Truck Group,,19/06/2024,,25110834 - Horn Button,Parts,122.39,1.0,122.39,12.239,134.63,Y,25110834,,Horn Button,,
PO100344/1,billed,Western Truck Group,,19/06/2024,,FREIGHT - Freight,,15.0,1.0,15.0,1.5,16.5,Y,FREIGHT,,Freight,,
PO100361,billed,MICHELIN AUSTRALIA PTY LTD,,24/06/2024,,501069 - 265/75R16 LT T/A A/T KO2 123/120R BF GOODRICH,4WD Tyres,260.92,4.0,1043.68,104.368,1148.05,Y,501069,BF GOODRICH,265/75R16 LT T/A A/T KO2 123/120R BF GOODRICH,,
PO100362,billed,TOP TYRES AUSTRAILIA PTY LTD,,24/06/2024,,K33125020601 - 33x12.50R20LT 119R TL KR-601 Klever R/T Kenda,4WD Tyres,298.0,5.0,1490.0,149.0,1639.0,Y,K33125020601,kenda,33x12.50R20LT 119R TL KR-601 Klever R/T Kenda,,
PO100363,billed,REPCO Chinchilla,,24/06/2024,,DT22B-BP - THERMOSTAT,Parts,19.5,1.0,19.5,1.95,21.45,Y,DT22B-BP,,THERMOSTAT,,
PO100363,billed,REPCO Chinchilla,,24/06/2024,,DTG46 - THERMOSTAT GASKET,Parts,3.85,1.0,3.85,0.385,4.24,Y,DTG46,,THERMOSTAT GASKET,,
PO100363,billed,REPCO Chinchilla,,24/06/2024,,HBS088H - H/Bolt Set (requires 2 per engine),Parts,22.45,2.0,44.9,4.49,49.39,Y,HBS088H,,H/Bolt Set (requires 2 per engine),,
PO100363,billed,REPCO Chinchilla,,24/06/2024,,BPR6EFS-15 - NGK Standard Resistor Spark Plug,Parts,5.75,6.0,34.5,3.45,37.95,Y,BPR6EFS-15,ngk,NGK Standard Resistor Spark Plug,,
PO100363,billed,REPCO Chinchilla,,24/06/2024,,Z154 - Z154 OILFILTER,Parts,11.5,1.0,11.5,1.15,12.65,Y,Z154,REPCO,Z154 OILFILTER,,
PO100363,billed,REPCO Chinchilla,,24/06/2024,,WP9000RP - WATER PUMP,Parts,58.5,0.0,0.0,0.0,0.0,Y,WP9000RP,,WATER PUMP,,
PO100363,billed,REPCO Chinchilla,,24/06/2024,,V2037KCZHS - Gasket Head Set,Parts,278.95,0.0,0.0,0.0,0.0,Y,V2037KCZHS,,Gasket Head Set,,
PO100364,billed,Power Crank,,24/06/2024,,EXSNX120-7LSMF - EXSNX120-7L 4X4 1000 CCA SMF,Batteries,154.55,2.0,309.1,30.91,340.01,Y,EXSNX120-7LSMF,power crank,EXSNX120-7L 4X4 1000 CCA SMF,,
PO100364,billed,Power Crank,,24/06/2024,,EFBEXSN150RSMF - Extreme Series Enhanced Flooded Stop Start Battery,Batteries,296.0,1.0,296.0,29.6,325.6,Y,EFBEXSN150RSMF,power crank,Extreme Series Enhanced Flooded Stop Start Battery,,
PO100364,billed,Power Crank,,24/06/2024,,N70ZZMSMF - N70ZZ Dual purpose marine series battery,Batteries,159.1,5.0,795.5,79.55,875.05,Y,N70ZZMSMF,Power crank,N70ZZ Dual purpose marine series battery,,
PO100364,billed,Power Crank,,24/06/2024,,EXSNX120-7SMF - 1000 CCA Extreme Series Starting Battery,Batteries,154.55,6.0,927.3,92.73,1020.03,Y,EXSNX120-7SMF,power crank,1000 CCA Extreme Series Starting Battery,,
PO100364,billed,Power Crank,,24/06/2024,,NS70SMF - 4x4 AWD Series Starting Battery,Batteries,114.25,3.0,342.75,34.275,377.03,Y,NS70SMF,power crank,4x4 AWD Series Starting Battery,,
PO100364,billed,Power Crank,,24/06/2024,,NPCMX1 - Power AGM MX-1 Motor Cycle Battery,Batteries,89.38,4.0,357.52,35.752,393.27,Y,NPCMX-1,,Power AGM MX-1 Motor Cycle Battery,,
PO100364,billed,Power Crank,,24/06/2024,,12N24-3SMF - Lawnmower series starting battery,Batteries,63.26,6.0,379.56,37.956,417.52,Y,12N24-3SMF,,Lawnmower series starting battery,,
PO100364,billed,Power Crank,,24/06/2024,,12N24-4SMF - Lawnmower series starting battery,Batteries,63.26,6.0,379.56,37.956,417.52,Y,12N24-4SMF,Power crank,Lawnmower series starting battery,,
PO100364,billed,Power Crank,,24/06/2024,,NPCMX2 - Power AGM MX-2 Motor Cycle Battery,Batteries,122.72,2.0,245.44,24.544,269.98,Y,NPCMX2,,Power AGM MX-2 Motor Cycle Battery,,
PO100365,billed,Western Truck Group,,25/06/2024,,22889891 - Exhaust Brake Actuator,Parts,800.45,1.0,800.45,80.045,880.5,Y,22889891,,Exhaust Brake Actuator,,
PO100366,billed,AL-KO International Pty Ltd,,24/06/2024,,546206 - Rocker Set Tandem (one side) 60X6X6lf 3000KG per pair,SUSPENSION,274.92,2.0,549.84,54.984,604.82,Y,546206,,Rocker Set Tandem (one side) 60X6X6lf 3000KG per pair,,
PO100366,billed,AL-KO International Pty Ltd,,24/06/2024,,FREIGHT - Freight,,60.0,1.0,60.0,6.0,66.0,Y,FREIGHT,,Freight,,
PO100367,billed,TYRES 4U,,26/06/2024,,35881 - 11R22.5 RR99 148/145 ALL POSITION CRC  DOUBLE COIN,Truck Tyres,279.0,3.0,837.0,83.7,920.7,Y,35881,DOUBLE COIN,11R22.5 RR99 148/145 ALL POSITION CRC  DOUBLE COIN,,
PO100368,billed,REPCO Chinchilla,,26/06/2024,,TSG1020F - Speaker - 4in 2 - way 200w,Parts,47.5,1.0,47.5,4.75,52.25,Y,TSG1020F,,Speaker - 4in 2 - way 200w,,
PO100369,billed,REPCO Chinchilla,,27/06/2024,,DXS636 - STR 12V 10TH CW Denso Style,Parts,263.0,1.0,263.0,26.3,289.3,Y,DXS636,,STR 12V 10TH CW Denso Style,,
