PO Number,PO Status,Supplier,Creditor,Date,Due Date,Description,Category,Unit Price,Quantity,Net Amount,Tax Amount,Total Amount,Taxable,Stock Number,Stock Brand,Stock Name,Stock Barcode,Job Number
PO100162,paid,TOP TYRES AUSTRAILIA PTY LTD,,30/04/2024,,L185148 - 185R14C 102S GREEN-MAX VAN LINGLONG,Car Tyres,56.0,6.0,336.0,33.6,369.6,Y,L185148,LINGLONG,185R14C 102S GREEN-MAX VAN LINGLONG,,
PO100162,paid,TOP TYRES AUSTRAILIA PTY LTD,,30/04/2024,,L195158 - 195R15c 106R TL GREEN-MAX VAN LINGLONG,Car Tyres,72.0,2.0,144.0,14.4,158.4,Y,L195158,,195R15c 106R TL GREEN-MAX VAN LINGLONG,,
PO100162,paid,TOP TYRES AUSTRAILIA PTY LTD,,30/04/2024,,TGR13 - GR13 (175/185R13) TR13 TOPTUBES,Tubes,14.0,13.0,182.0,18.2,200.2,Y,TGR13,TOPTUBES,GR13 (175/185R13) TR13 TOPTUBES,,
PO100162,paid,TOP TYRES AUSTRAILIA PTY LTD,,30/04/2024,,TGR14 - GR14 (175/185R14) TR13 TOPTUBES,Tubes,12.0,12.0,144.0,14.4,158.4,Y,TGR14,TOPTUBES,GR14 (175/185R14) TR13 TOPTUBES,,
PO100163,billed,TOP TYRES AUSTRAILIA PTY LTD,,01/05/2024,,T120020 - 12.00R20 TR78 TOPTUBES,Tubes,42.0,8.0,336.0,33.6,369.6,Y,T120020,,12.00R20 TR78 TOPTUBES,,
PO100163,billed,TOP TYRES AUSTRAILIA PTY LTD,,01/05/2024,,FREIGHT - Freight,,15.0,2.0,30.0,3.0,33.0,Y,FREIGHT,,Freight,,
PO100164,paid,Bridgestone Australia,,02/05/2024,,11001372 - 8.5R17.5 121/120M R294 BRIDGESTONE,Truck Tyres,537.25,2.0,1074.5,107.45,1181.95,Y,11001372,BRIDGESTONE,8.5R17.5 121/120M R294 BRIDGESTONE,,
PO100165,paid,Power Crank,,02/05/2024,,DIN66SMF - European Series Starting Battery,Batteries,123.86,2.0,247.72,24.772,272.49,Y,DIN66SMF,power crank,European Series Starting Battery,,
PO100167,paid,FREEDOM TYRES,,02/05/2024,,610144 - Aeolus 315/80R22.5 HN353/ADC53,Truck Tyres,414.0,1.0,414.0,41.4,455.4,Y,610144,aeolus,Aeolus 315/80R22.5 HN353/ADC53,,
PO100168,paid,TYRES 4U,,03/05/2024,,35881 - 11R22.5 RR99 148/145 ALL POSITION CRC  DOUBLE COIN,Truck Tyres,280.0,20.0,5600.0,560.0,6160.0,Y,35881,DOUBLE COIN,11R22.5 RR99 148/145 ALL POSITION CRC  DOUBLE COIN,,
PO100169,billed,Bridgestone Australia,,03/05/2024,,11000919 - 265/65R17LT 116S D697 OWT B/STONE,4WD Tyres,259.61,12.0,3115.32,311.532,3426.85,Y,11000919,BRIDGESTONE,265/65R17LT 116S D697 OWT B/STONE,266020544069,
PO100170,paid,COM-PAK PRODUCTS,,03/05/2024,,L100NAF - L100N Air Filter Element,Parts,85.9090909090909,1.0,85.909090909090909091,8.5909090909090909091,94.5,Y,L100NAF,,L100N Air Filter Element,,
PO100170,paid,COM-PAK PRODUCTS,,03/05/2024,,L100NENGCVR - L100NENGCVR,Parts,77.27272727272727,1.0,77.272727272727272727,7.7272727272727272727,85.0,Y,L100NENGCVR,,L100NENGCVR,,
PO100170,paid,COM-PAK PRODUCTS,,03/05/2024,,FREIGHT - Freight,,18.18181818181818,1.0,18.181818181818181819,1.8181818181818181819,20.0,Y,FREIGHT,,Freight,,
PO100171,billed,REPCO Chinchilla,,03/05/2024,,GO8090020 - 80W90 GEAR OIL Penrite,Oils & Grease,7.6495,40.0,305.98,30.598,336.58,Y,GO8090020,penrite,80W90 GEAR OIL Penrite,,
PO100171,billed,REPCO Chinchilla,,03/05/2024,,PROG7585020 - PENRITE OIL PRO GEAR 75W85,Oils & Grease,12.4765,40.0,499.06,49.906,548.97,Y,PROG7585020,,PENRITE OIL PRO GEAR 75W85,,
PO100171,billed,REPCO Chinchilla,,03/05/2024,,00001-OS - Morey's Heavy Duty Oil Stabiliser 1Ltr,Oils & Grease,32.82,2.0,65.64,6.564,72.2,Y,00001-OS,MOREYS,Morey's Heavy Duty Oil Stabiliser 1Ltr,485308146014,
PO100172,billed,BLACK TOYOTA,,03/05/2024,,64612491 - Shock Absorber Front GVM UPG,SUSPENSION,167.8,2.0,335.6,33.56,369.16,Y,64612491,lovells,Shock Absorber Front GVM UPG,,
PO100172,billed,BLACK TOYOTA,,03/05/2024,,TFR79 - Coil Spring,SUSPENSION,159.3,2.0,318.6,31.86,350.46,Y,TFR79,lovells,Coil Spring,,
PO100172,billed,BLACK TOYOTA,,03/05/2024,,FREIGHT - Freight,,50.0,1.0,50.0,5.0,55.0,Y,FREIGHT,,Freight,,
PO100173,paid,TYRES 4U,,07/05/2024,,588901 - 265/75R16 COOPER AT3 123/120 R,4WD Tyres,245.58,1.0,245.58,24.558,270.14,Y,588901,COOPER,265/75R16 COOPER AT3 123/120 R,,
PO100174,paid,Western Truck Group,,07/05/2024,,23871484 - Oil thermostat Control,Parts,332.84,1.0,332.84,33.284,366.12,Y,23871484,,Oil thermostat Control,,
PO100174,paid,Western Truck Group,,07/05/2024,,21248079 - Electrical connector,Parts,29.38,1.0,29.38,2.938,32.32,Y,21248079,,Electrical connector,,
PO100174,paid,Western Truck Group,,07/05/2024,,874146 - Cable Terminal,Parts,18.68,2.0,37.36,3.736,41.1,Y,874146,,Cable Terminal,,
PO100174,paid,Western Truck Group,,07/05/2024,,993665 - Housing,Parts,16.84,1.0,16.84,1.684,18.52,Y,993665,,Housing,,
PO100175,billed,Western Truck Group,,07/05/2024,,21792155 - Battery Box Lower Base Only,Parts,2103.86,1.0,2103.86,210.386,2314.25,Y,21792155,volvo,Battery Box Lower Base Only,,
PO100175,billed,Western Truck Group,,07/05/2024,,FREIGHT - Freight,,65.0,1.0,65.0,6.5,71.5,Y,FREIGHT,,Freight,,
PO100176,paid,REPCO Chinchilla,,07/05/2024,,RSK60C - Filter Service Kit,Service Parts & Kits,111.0,2.0,222.0,22.2,244.2,Y,RSK60C,,Filter Service Kit,,
PO100177,billed,TOOWOOMBA TRUCK SPARES,,07/05/2024,,M3430050 - Booster Maxi 30/30,Parts,56.23,1.0,56.23,5.623,61.85,Y,M3430050,,Booster Maxi 30/30,,
PO100178,paid,TOP TYRES AUSTRAILIA PTY LTD,,07/05/2024,,L2156017CM - 215/60R17 96H TL Comfort Master Linglong,Car Tyres,76.0,1.0,76.0,7.6,83.6,Y,L2156017CM,linglong,215/60R17 96H TL Comfort Master Linglong,,
PO100179,paid,ATLAS TYRES,,07/05/2024,,T11225WA1060 - 11R22.5 16PR Windforce WA1060,Truck Tyres,204.0,12.0,2448.0,244.8,2692.8,Y,T11225WA1060,windforce,11R22.5 16PR Windforce WA1060,,
PO100179,paid,ATLAS TYRES,,07/05/2024,,T11225WDC53 - 11R22.5-16 WINDPOWER WDC53 DR,Truck Tyres,309.0,8.0,2472.0,247.2,2719.2,Y,T11225WDC53,WINDPOWER,11R22.5-16 WINDPOWER WDC53 DR,,
PO100180,billed,TOP TYRES AUSTRAILIA PTY LTD,,07/05/2024,,B7502089090T - 7.50-20 8 PLY TF-9090 BKT,Ag Tyres,214.0,1.0,214.0,21.4,235.4,Y,B7502089090T,BKT,7.50-20 8 PLY TF-9090 BKT,,
PO100180,billed,TOP TYRES AUSTRAILIA PTY LTD,,07/05/2024,,T82520 - 8.25R20 TR78 Top Tubes,Tubes,32.0,1.0,32.0,3.2,35.2,Y,T82520,top tyres,8.25R20 TR78 Top Tubes,,
PO100181,billed,TYRES 4U,,08/05/2024,,RT2657516 - LT265/75R16 Terrafirma Rugged Terrian 123/120Q RWL,4WD Tyres,196.5,5.0,982.5,98.25,1080.75,Y,RT2657516,Terrafirma,LT265/75R16 Terrafirma Rugged Terrian 123/120Q RWL,,
PO100182,paid,JACKSONS PARTS N INDUSTRIAL SUPPLIES,,08/05/2024,,L-ACX2582BL - H4 Connector,Parts,5.94,1.0,5.94,0.594,6.53,Y,L-ACX2582BL,narva,H4 Connector,,
PO100183,billed,REPCO Chinchilla,,08/05/2024,,49894BL - BAKELITE H4 SEALED BEAM CONNEC,Electrical,5.2,6.0,31.2,3.12,34.32,Y,49894BL,,BAKELITE H4 SEALED BEAM CONNEC,,
PO100183,billed,REPCO Chinchilla,,08/05/2024,,RTT8003 - 37PCS Diesel Compression Tester,Tools,476.59,1.0,476.59,47.659,524.25,Y,RTT8003,repco,37PCS Diesel Compression Tester,,
PO100184,billed,TYRES 4U,,08/05/2024,,594874 - 265/75R16 LT 123/120Q RUGGED TREK COOPER,4WD Tyres,275.18,4.0,1100.72,110.072,1210.79,Y,594874,COOPER,265/75R16 LT 123/120Q RUGGED TREK COOPER,,
PO100185,paid,Western Truck Group,,08/05/2024,,85114535 - Filter kit mack mp8/mp10,Service Parts & Kits,195.0,1.0,195.0,19.5,214.5,Y,85114535,,Filter kit mack mp8/mp10,,
PO100185,paid,Western Truck Group,,08/05/2024,,20579690 - Sump Plug O' Ring,Service Parts & Kits,8.86,1.0,8.859999999999999,0.8859999999999999,9.75,Y,20579690,,Sump Plug O' Ring,,
PO100186,paid,Western Truck Group,,08/05/2024,,99999FK039 - Filter Kit GH11,Service Parts & Kits,297.5,1.0,297.5,29.75,327.25,Y,99999FK039,,Filter Kit GH11,,
PO100187,billed,TOOWOOMBA TRUCK SPARES,,08/05/2024,,"24840 - Hose 2 1/2""Durion inch",Parts,3.13,36.0,112.68,11.268,123.95,Y,24840,,"Hose 2 1/2""Durion inch",,
PO100187,billed,TOOWOOMBA TRUCK SPARES,,08/05/2024,,24248 - Hose 3 inch,Parts,3.79,36.0,136.44,13.644,150.08,Y,24248,,Hose 3 inch,,
PO100187,billed,TOOWOOMBA TRUCK SPARES,,08/05/2024,,CA2561 - Coil Suzie Long,Parts,67.47,1.0,67.47,6.747,74.22,Y,CA2561,,Coil Suzie Long,,
PO100187,billed,TOOWOOMBA TRUCK SPARES,,08/05/2024,,CA93.35 - Coupling 1/2F,Parts,13.43,1.0,13.43,1.343,14.77,Y,CA93.35,,Coupling 1/2F,,
PO100187,billed,TOOWOOMBA TRUCK SPARES,,08/05/2024,,47072.08BG - TAP 1/2 M/F BALL VALVE,Mechanical Consumables,9.33,1.0,9.33,0.933,10.26,Y,47072.08BG,,TAP 1/2 M/F BALL VALVE,,
PO100187,billed,TOOWOOMBA TRUCK SPARES,,08/05/2024,,R11452 - Glad Hand Midland/Haldex (blue),Parts,12.7,1.0,12.7,1.27,13.97,Y,R11452,,Glad Hand Midland/Haldex (blue),,
PO100187,billed,TOOWOOMBA TRUCK SPARES,,08/05/2024,,R11451 - Glad Hand Midland/Haldex (red),Parts,12.11,1.0,12.11,1.211,13.32,Y,R11451,,Glad Hand Midland/Haldex (red),,
PO100188,billed,MICHELIN AUSTRALIA PTY LTD,,09/05/2024,,129780 - 275/60R20 MICHELIN SUV 115 H,Car Tyres,346.0,2.0,692.0,69.2,761.2,Y,129780,MICHELIN,275/60R20 MICHELIN SUV 115 H,,
PO100189,billed,TYRES 4U,,09/05/2024,,2569 - GT Radial 195/60R12 104/102N KargoMax ST6000,Car Tyres,190.44,1.0,190.44,19.044,209.48,Y,2569,gt radial,GT Radial 195/60R12 104/102N KargoMax ST6000,,
PO100190,billed,TYRES 4U,,09/05/2024,,54200225 - 900-16 10 PLY ALLIANCE,Ag Tyres,205.0,2.0,410.0,41.0,451.0,Y,54200225,,900-16 10 PLY ALLIANCE,,
PO100191,billed,YOKOHAMA TYRE AUST PTY LTD,,09/05/2024,,E5166 - 285/60R18 G016 X-AT 122Q YOKAHAMA,4WD Tyres,330.0,4.0,1320.0,132.0,1452.0,Y,E5166,YOKAHAMA,285/60R18 G016 X-AT 122Q YOKAHAMA,,55367
PO100192,billed,J.K. BACKHOE HIRE PTY. LTD,,09/05/2024,,MSHA2G-IC-11C/32 - MSHA2G-IC-11C/32 Fuel Line and Fittings,Parts,304.0,2.0,608.0,60.8,668.8,Y,MSHA2G-IC-11C/32,,MSHA2G-IC-11C/32 Fuel Line and Fittings,,
PO100193,billed,TYRES 4U,,09/05/2024,,3220011207 - Dynamo 215/70R15C 109/107S HISCEND-H MC02 109/107S,4WD Tyres,93.12,1.0,93.12,9.312,102.43,Y,3220011207,dynamo,Dynamo 215/70R15C 109/107S HISCEND-H MC02 109/107S,,
PO100194,billed,TOP TYRES AUSTRAILIA PTY LTD,,10/05/2024,,L3808528 - 380/85R28 133A8/130B TL LR861 Linglong,Ag Tyres,768.0,1.0,768.0,76.8,844.8,Y,L3808528,linglong,380/85R28 133A8/130B TL LR861 Linglong,,
PO100196,billed,TOP TYRES AUSTRAILIA PTY LTD,,10/05/2024,,N2257017FT7 - 225/70R17 LT 112S TL FT-7 (A/T) NANKANG,4WD Tyres,176.0,1.0,176.0,17.6,193.6,Y,N2257017FT7,NANKANG,225/70R17 LT 112S TL FT-7 (A/T) NANKANG,,
PO100197,billed,TYRES 4U,,10/05/2024,,100A1975 - GT Radial 255/70R15LT 112/110S Savero HT2 112S,Car Tyres,195.04,2.0,390.08,39.008,429.09,Y,100A1975,gt savero,GT Radial 255/70R15LT 112/110S Savero HT2 112S,,
PO100198,billed,TYRES 4U,,13/05/2024,,3220010933 - Dynamo 215/50R17 95W XL Street-H MU02,Car Tyres,70.37,1.0,70.37,7.037,77.41,Y,3220010933,dynamo,Dynamo 215/50R17 95W XL Street-H MU02,,
PO100199,billed,Western Truck Group,,13/05/2024,,5223976041 - King Pin Kit,Parts,322.04,2.0,644.08,64.408,708.49,Y,5223976041,,King Pin Kit,,
PO100199,billed,Western Truck Group,,13/05/2024,,FREIGHT - Freight,,25.0,1.0,25.0,2.5,27.5,Y,FREIGHT,,Freight,,
PO100200,billed,REPCO Chinchilla,,13/05/2024,,R2451P - Ryco Fuel Filter - Cartridge,Service Parts & Kits,8.75,2.0,17.5,1.75,19.25,Y,R2451P,ryco,Ryco Fuel Filter - Cartridge,,
PO100201,billed,Western Truck Group,,13/05/2024,,20975428 - Front Cab Mount,Parts,354.2,1.0,354.2,35.42,389.62,Y,20975428,,Front Cab Mount,,
PO100201,billed,Western Truck Group,,13/05/2024,,20874147 - Cab Shock RR NB,SUSPENSION,183.04,2.0,366.08,36.608,402.69,Y,20874147,,Cab Shock RR NB,,
PO100201,billed,Western Truck Group,,13/05/2024,,20874145 - Kit Mounting Shock,Parts,15.97,2.0,31.94,3.194,35.13,Y,20874145,,Kit Mounting Shock,,
PO100201,billed,Western Truck Group,,13/05/2024,,12x80M10.9ZPB - Bolt M12x80,Nuts & Bolts,1.75,1.0,1.75,0.175,1.93,Y,12x80M10.9ZPB,,Bolt M12x80,,
PO100201,billed,Western Truck Group,,13/05/2024,,12M8ZPN - Nut M12 Class 8,Nuts & Bolts,0.5,1.0,0.5,0.05,0.55,Y,12M8ZPN,,Nut M12 Class 8,,
PO100201,billed,Western Truck Group,,13/05/2024,,21010744 - Shock Absorber,Parts,241.49,0.0,0.0,0.0,0.0,Y,21010744,,Shock Absorber,,
PO100201,billed,Western Truck Group,,13/05/2024,,25109553 - Screw FLG M16x12,Nuts & Bolts,33.44,0.0,0.0,0.0,0.0,Y,25109553,,Screw FLG M16x12,,
PO100201,billed,Western Truck Group,,13/05/2024,,990954 - Flange Lock Nut,Nuts & Bolts,10.04,0.0,0.0,0.0,0.0,Y,990954,,Flange Lock Nut,,
PO100202,billed,Western Truck Group,,13/05/2024,,0517223003 - Cap Radiator 16LB,Parts,31.1,1.0,31.1,3.11,34.21,Y,0517223003,,Cap Radiator 16LB,,
PO100202,billed,Western Truck Group,,13/05/2024,,A2273690000 - Lockset IGN doors K120,Parts,120.38,1.0,120.38,12.038,132.42,Y,A2273690000,,Lockset IGN doors K120,,
PO100202,billed,Western Truck Group,,13/05/2024,,F151084 - Seat belt w/star,Parts,268.75,1.0,268.75,26.875,295.63,Y,F151084,,Seat belt w/star,,
PO100202,billed,Western Truck Group,,13/05/2024,,FREIGHT - Freight,,35.0,1.0,35.0,3.5,38.5,Y,FREIGHT,,Freight,,
PO100203,billed,Western Truck Group,,13/05/2024,,MXP SP1101 - Tappered rocker box,Parts,7.26,4.0,29.04,2.904,31.94,Y,MXP SP1101,,Tappered rocker box,,
PO100203,billed,Western Truck Group,,13/05/2024,,MXP SP1201HD - Rocker Box Pin,Parts,25.0,4.0,100.0,10.0,110.0,Y,MXP SP1201HD,,Rocker Box Pin,,
PO100203,billed,Western Truck Group,,13/05/2024,,MXP SP7438 - Spring 9 Leaf Pack,SUSPENSION,373.77,1.0,373.77,37.377,411.15,Y,MXP SP7438,,Spring 9 Leaf Pack,,
PO100203,billed,Western Truck Group,,13/05/2024,,FREIGHT - Freight,,50.0,1.0,50.0,5.0,55.0,Y,FREIGHT,,Freight,,
PO100204,billed,TYRES 4U,,13/05/2024,,100EV1656Q - 295/80R22.5 GAM837 154/149K ALL POSITION GITI,Truck Tyres,499.5,1.0,499.5,49.95,549.45,Y,100EV1656Q,GITI,295/80R22.5 GAM837 154/149K ALL POSITION GITI,,
PO100204,billed,TYRES 4U,,13/05/2024,,35549 - 295/80R22.5 DoubleCoin RR660 152/148L Regional Steer,Truck Tyres,497.25,1.0,497.25,49.725,546.98,Y,35549,,295/80R22.5 DoubleCoin RR660 152/148L Regional Steer,,
PO100205,billed,ATLAS TYRES,,14/05/2024,,T11225WA1060 - 11R22.5 16PR Windforce WA1060,Truck Tyres,204.0,12.0,2448.0,244.8,2692.8,Y,T11225WA1060,windforce,11R22.5 16PR Windforce WA1060,,
PO100205,billed,ATLAS TYRES,,14/05/2024,,T25570225X - 225/70R22.5 X-Kaliber XKS1,Truck Tyres,189.0,6.0,1134.0,113.4,1247.4,Y,T25570225X,kaliber,255/70R22.5 X-Kaliber XKS1,,
PO100205,billed,ATLAS TYRES,,14/05/2024,,T31580225WA1060 - 315/80R22.5 Windforce WA1060 All Position,Truck Tyres,239.0,3.0,717.0,71.7,788.7,Y,T31580225WA1060,windforce,315/80R22.5 Windforce WA1060 All Position,,
PO100206,billed,TYRES 4U,,14/05/2024,,3220010861 - Dynamo 235/60R17 102T STREET-H MH01 102T,Car Tyres,109.2,2.0,218.4,21.84,240.24,Y,3220010861,dynamo,Dynamo 235/60R17 102T STREET-H MH01 102T,,
PO100208,billed,Western Truck Group,,14/05/2024,,23871480 - Control Valve,Parts,491.26,1.0,491.26,49.126,540.39,Y,23871480,,Control Valve,,
PO100209,billed,autobarn toowoombah,,14/05/2024,,EL31341 - 63360BL Switch OE Mitsubushi Blue Illum Uni Narva,Electrical,32.7182,1.0,32.7182,3.27182,35.99,Y,EL31341,narva,63360BL Switch OE Mitsubushi Blue Illum Uni Narva,,
PO100209,billed,autobarn toowoombah,,14/05/2024,,EL31349 - 63370BL Switch OE Mitsubushi Blue Illum Beacon Narva,Electrical,32.7182,1.0,32.7182,3.27182,35.99,Y,EL31349,narva,63370BL Switch OE Mitsubushi Blue Illum Beacon Narva,,
PO100209,billed,autobarn toowoombah,,14/05/2024,,FREIGHT - Freight,,14.545454545454545,1.0,14.545454545454545455,1.4545454545454545455,16.0,Y,FREIGHT,,Freight,,
PO100210,billed,TYRES 4U,,15/05/2024,,53350022 - ALLIANCE 15.5/80-24 12PR TL 533 R-4 Industrial Tractor LOM,Ag Tyres,707.75,1.0,707.75,70.775,778.53,Y,53350022,alliance,ALLIANCE 15.5/80-24 12PR TL 533 R-4 Industrial Tractor LOM,,
PO100210,billed,TYRES 4U,,15/05/2024,,31071 - ALLIANCE 13.0/65-18 16PR TL 320 I-2 Agricultural Implement,Ag Tyres,325.0,1.0,325.0,32.5,357.5,Y,31071,ALLIANCE,ALLIANCE 13.0/65-18 16PR TL 320 I-2 Agricultural Implement,,
PO100211,billed,REPCO Chinchilla,,15/05/2024,,RTTKH1511 - TIMING BELT KIT,Parts,193.0,1.0,193.0,19.3,212.3,Y,RTTKH1511,,TIMING BELT KIT,,
PO100201/1,billed,Western Truck Group,,13/05/2024,,21010744 - Shock Absorber,Parts,241.49,2.0,482.98,48.298,531.28,Y,21010744,,Shock Absorber,,
PO100201/1,billed,Western Truck Group,,13/05/2024,,25109553 - Screw FLG M16x12,Nuts & Bolts,33.44,1.0,33.44,3.344,36.78,Y,25109553,,Screw FLG M16x12,,
PO100201/1,billed,Western Truck Group,,13/05/2024,,990954 - Flange Lock Nut,Nuts & Bolts,10.04,1.0,10.04,1.004,11.04,Y,990954,,Flange Lock Nut,,
PO100212,billed,TYRES 4U,,15/05/2024,,A1ANA209 - Advance 460/85R38 TL AR1200 151D,Ag Tyres,1150.0,1.0,1150.0,115.0,1265.0,Y,A1ANA209,Advance,Advance 460/85R38 TL AR1200 151D,,
PO100213,billed,AUSTRALIAN TYRE TRADERS,,16/05/2024,,HAR40012HR - 4.00-12 4PR T/L HI-RIB HARVEST,Ag Tyres,113.0,6.0,678.0,67.8,745.8,Y,HAR40012HR,HARVEST,4.00-12 4PR T/L HI-RIB HARVEST,,
PO100214,billed,TOP TYRES AUSTRAILIA PTY LTD,,16/05/2024,,T40012 - 4.00/4.50-12 TR13 Toptubes,Tubes,12.0,6.0,72.0,7.2,79.2,Y,T40012,,4.00/4.50-12 TR13 Toptubes,,
PO100215,billed,TOOWOOMBA TRUCK SPARES,,16/05/2024,,M3430050 - Booster Maxi 30/30,Parts,56.23,3.0,168.69,16.869,185.56,Y,M3430050,,Booster Maxi 30/30,,
PO100216,billed,REPCO Chinchilla,,16/05/2024,,57200BL - CONNECTOR-BATTERY HD 50AMP BLIST,Electrical,9.25,5.0,46.25,4.625,50.88,Y,57200BL,,CONNECTOR-BATTERY HD 50AMP BLIST,,
PO100216,billed,REPCO Chinchilla,,16/05/2024,,ACX3145BL - 250a Stud single terminal red,Electrical,15.75,5.0,78.75,7.875,86.63,Y,ACX3145BL,,250a Stud single terminal red,,
PO100216,billed,REPCO Chinchilla,,16/05/2024,,ACX3146BL - 250a Stud single terminal black,Electrical,15.75,5.0,78.75,7.875,86.63,Y,ACX3146BL,,250a Stud single terminal black,,
PO100216,billed,REPCO Chinchilla,,16/05/2024,,68024BL - 12V 30 AMP RELAY,Electrical,11.0,5.0,55.0,5.5,60.5,Y,68024BL,,12V 30 AMP RELAY,,
PO100216,billed,REPCO Chinchilla,,16/05/2024,,68036BL - Mini relay 24v 30a 5 pin,Electrical,15.25,5.0,76.25,7.625,83.88,Y,68036BL,,Mini relay 24v 30a 5 pin,,
PO100216,billed,REPCO Chinchilla,,16/05/2024,,68024BL - 12V 30 AMP RELAY,Electrical,11.0,5.0,55.0,5.5,60.5,Y,68024BL,,12V 30 AMP RELAY,,
PO100216,billed,REPCO Chinchilla,,16/05/2024,,CA2705 - Mach SCW Assist-Pan HD Phill Zinc,Consumables,364.0,1.0,364.0,36.4,400.4,Y,CA2705,,Mach SCW Assist-Pan HD Phill Zinc,,
PO100217,billed,NETA TIRE SERVICE & SALES P/L,,16/05/2024,,VE2656018AT - Venom 265/60R18 114T Terra Hunter X/T,4WD Tyres,233.0,4.0,932.0,93.2,1025.2,Y,VE2656018AT,venom,Venom 265/60R18 114T Terra Hunter X/T,,
PO100217,billed,NETA TIRE SERVICE & SALES P/L,,16/05/2024,,VE2457016AT - Venom 245/70R16 11T Terra Hunter X/T,4WD Tyres,169.0,4.0,676.0,67.6,743.6,Y,VE2457016AT,venom,Venom 245/70R16 11T Terra Hunter X/T,,
PO100219,billed,BSC MOTION TECHNOLOGY,,16/05/2024,,VBB40 - B40 VEE BELT,V Belts,16.81,2.0,33.62,3.362,36.98,Y,VBB40,BSC,B40 VEE BELT,,
PO100219,billed,BSC MOTION TECHNOLOGY,,16/05/2024,,VBB43 - B43 VEE BELT,V Belts,15.98,2.0,31.96,3.196,35.16,Y,VBB43,BSC,B43 VEE BELT,,
PO100219,billed,BSC MOTION TECHNOLOGY,,16/05/2024,,VBB44 - B44 VEE BELT,V Belts,15.98,2.0,31.96,3.196,35.16,Y,VBB44,BSC,B44 VEE BELT,,
PO100219,billed,BSC MOTION TECHNOLOGY,,16/05/2024,,VBB47 - B47 VEE BELT,V Belts,19.05,2.0,38.1,3.81,41.91,Y,VBB47,BSC,B47 VEE BELT,,
PO100219,billed,BSC MOTION TECHNOLOGY,,16/05/2024,,VBB50 - B50 VEE BELT,V Belts,19.89,2.0,39.78,3.978,43.76,Y,VBB50,BSC,B50 VEE BELT,,
PO100219,billed,BSC MOTION TECHNOLOGY,,16/05/2024,,VBB51 - B51 VEE BELT,V Belts,19.89,2.0,39.78,3.978,43.76,Y,VBB51,BSC,B51 VEE BELT,,
PO100219,billed,BSC MOTION TECHNOLOGY,,16/05/2024,,VBB55 - B55 VEE BELT,V Belts,20.95,0.0,0.0,0.0,0.0,Y,VBB55,BSC,B55 VEE BELT,,
PO100219,billed,BSC MOTION TECHNOLOGY,,16/05/2024,,VBB57 - B57 VEE BELT,V Belts,23.2,0.0,0.0,0.0,0.0,Y,VBB57,BSC,B57 VEE BELT,,
PO100219,billed,BSC MOTION TECHNOLOGY,,16/05/2024,,VBB65 - B65 VEE BELT,V Belts,26.52,0.0,0.0,0.0,0.0,Y,VBB65,BSC,B65 VEE BELT,,
PO100219,billed,BSC MOTION TECHNOLOGY,,16/05/2024,,VBB61 - B61 VEE BELT,V Belts,23.68,0.0,0.0,0.0,0.0,Y,VBB61,BSC,B61 VEE BELT,,
PO100219,billed,BSC MOTION TECHNOLOGY,,16/05/2024,,VBB66 - B66 VEE BELT,V Belts,26.52,0.0,0.0,0.0,0.0,Y,VBB66,BSC,B66 VEE BELT,,
PO100219,billed,BSC MOTION TECHNOLOGY,,16/05/2024,,VBA51 - A51 VEE BELT,V Belts,14.68,0.0,0.0,0.0,0.0,Y,VBA51,BSC,A51 VEE BELT,,
PO100219,billed,BSC MOTION TECHNOLOGY,,16/05/2024,,VBA58 - A58 VEE BELT,V Belts,15.98,0.0,0.0,0.0,0.0,Y,VBA58,BSC,A58 VEE BELT,,
PO100219,billed,BSC MOTION TECHNOLOGY,,16/05/2024,,VBB75 - B75 VEE BELT,V Belts,28.29,0.0,0.0,0.0,0.0,Y,VBB75,BSC,B75 VEE BELT,,
PO100220,billed,Bridgestone Australia,,16/05/2024,,11007067 - 480/70R34 155B FS Radial 9000,Ag Tyres,2421.38,2.0,4842.76,484.276,5327.04,Y,11007067,firestone,480/70R34 155B FS Radial 9000,,
PO100220,billed,Bridgestone Australia,,16/05/2024,,FS4808050159B - 480/80R50 159B FS Radial,Ag Tyres,2812.0,0.0,0.0,0.0,0.0,Y,FS4808050159B,firestone,480/80R50 159B FS Radial,,
PO100221,billed,REMA TIP TOP AUSTRALIA PTY LTD,,17/05/2024,,103312 - TRUCK GAUGE,Tools,29.32,3.0,87.96,8.796,96.76,Y,103312,TIP TOP,TRUCK GAUGE,,
PO100221,billed,REMA TIP TOP AUSTRALIA PTY LTD,,17/05/2024,,102226 - Air chuck CH-350 lock on close,Consumables,16.43,3.0,49.29,4.929,54.22,Y,102226,,Air chuck CH-350 lock on close D dual tappered tip haltec,,
PO100221,billed,REMA TIP TOP AUSTRALIA PTY LTD,,17/05/2024,,103593 - PLUG KIT -REPAIR,Tools,30.28,5.0,151.4,15.14,166.54,Y,103593,,PLUG KIT -REPAIR,,
PO100221,billed,REMA TIP TOP AUSTRALIA PTY LTD,,17/05/2024,,5101801 - SEALFIX PLUG,Consumables,0.71,100.0,71.0,7.1,78.1,Y,5101801,,SEALFIX PLUG,,
